Lease,Time (Days),Choke Size,Gas Volume (MMscf),Oil Volume (stb),Water Volume  (stb),Gas Lift Inj Volume  (MMscf),Casing Pressure  (psi(a)),Tubing Pressure  (psi(a)),Active Pressure  (psi(a)),Line Pressure  (psi(a)),Pressure Source ,Calculated Sandface Pressure  (psi(a))
LOON,207.0,,40.48433,,462.89,,4412.688,0,4412.688,1195.027,Casing Pressure,5737.41597977042
LOON,208.0,,39.76133,,473.23,,4426.182,0,4426.182,1201.1275,Casing Pressure,5746.5129007056
LOON,209.0,,40.1945,,393.08,,4409.127,0,4409.127,1200.663,Casing Pressure,5714.63265041999
LOON,210.0,,40.35304,,349.47,,4404.186,0,4404.186,1223.646,Casing Pressure,5697.28665176173
LOON,211.0,,39.81138,,467.15,,4365.406,0,4365.406,1207.533,Casing Pressure,5679.09970171163
LOON,212.0,,39.67784,,490.84,,4381.942,0,4381.942,1200.2585,Casing Pressure,5700.84992378582
LOON,213.0,,39.56892,,390.37,,4371.789,0,4371.789,1204.8175,Casing Pressure,5666.23871959037
LOON,214.0,,39.3779,,401.14,,4361.089,0,4361.089,1196.503,Casing Pressure,5655.16768884963
LOON,215.0,,39.18701,,331.25,,4320.266,0,4320.266,1187.725,Casing Pressure,5586.26455417917
LOON,216.0,,38.95759,,326.65,,4324.235,0,4324.235,1247.8705,Casing Pressure,5586.58402071883
LOON,217.0,,38.74514,,303.4,,4280.881,0,4280.881,1231.847,Casing Pressure,5526.21270906898
LOON,218.0,,38.60727,,327.37,,4236.633,0,4236.633,1213.2625,Casing Pressure,5486.57201744804
LOON,219.0,,38.52129,,299.49,,4270.93,0,4270.93,1219.2755,Casing Pressure,5511.22979987748
LOON,220.0,,38.38761,,296.63,,4260.646,0,4260.646,1193.3375,Casing Pressure,5497.18097780025
LOON,221.0,,38.39072,,268.17,,4245.884,0,4245.884,1160.3925,Casing Pressure,5464.42679035025
LOON,222.0,,38.37466,,256.98,,4229.119,0,4229.119,1176.064,Casing Pressure,5437.73814865899
LOON,223.0,,37.15064,,373.64,,4187.014,0,4187.014,1151.513,Casing Pressure,5432.77174012982
LOON,224.0,,33.2233,,353.87,,4129.172,0,4129.172,1241.88,Casing Pressure,5324.61118946089
LOON,225.0,,38.59729,,388.66,,4199.722,0,4199.722,1166.721,Casing Pressure,5466.05598869842
LOON,226.0,,37.07309,,435.07,,4177.835,0,4177.835,1164.58,Casing Pressure,5436.23482025209
LOON,227.0,,38.54187,,412.82,,4170.331,0,4170.331,1180.6115,Casing Pressure,5439.02361582314
LOON,228.0,,38.33957,,384.37,,4142.327,0,4142.327,1185.494,Casing Pressure,5398.83603044439
LOON,229.0,,38.13585,,427.3,,4127.152,0,4127.152,1157.3475,Casing Pressure,5390.1464469917
LOON,230.0,,38.03316,,419.6,,4113.141,0,4113.141,1176.904,Casing Pressure,5371.89181663674
LOON,231.0,,37.80537,,404.76,,4099.404,0,4099.404,1173.994,Casing Pressure,5350.90005347872
LOON,232.0,,37.68168,,411.24,,4085.713,0,4085.713,1158.47,Casing Pressure,5335.9280924619
LOON,233.0,,37.55832,,415.76,,4072.445,0,4072.445,1183.7435,Casing Pressure,5320.92148906703
LOON,234.0,,37.46501,,450.76,,4060.111,0,4060.111,1174.5155,Casing Pressure,5313.93835964448
LOON,235.0,,37.32589,,449.53,,4059.243,0,4059.243,1185.7615,Casing Pressure,5311.1919391893
LOON,236.0,,37.2052,,427.18,,4033.744,0,4033.744,1188.013,Casing Pressure,5276.81559524079
LOON,237.0,,37.04903,,423.52,,4021.422,0,4021.422,1211.67,Casing Pressure,5260.68358153669
LOON,238.0,,36.92442,,393.69,,4009.841,0,4009.841,1216.374,Casing Pressure,5239.70641568966
LOON,239.0,,36.85597,,405.91,,3998.166,0,3998.166,1225.5155,Casing Pressure,5228.96054585442
LOON,240.0,,36.86998,,380.4,,3982.161,0,3982.161,1226.311,Casing Pressure,5204.99942512069
LOON,241.0,,36.78836,,409.92,,3934.533,0,3934.533,1217.2015,Casing Pressure,5158.75827433936
LOON,242.0,,36.68165,,420.75,,3956.752,0,3956.752,1214.0175,Casing Pressure,5184.53967278411
LOON,243.0,,36.37168,,432.51,,3937.625,0,3937.625,1193.063,Casing Pressure,5162.56496013072
LOON,244.0,,34.18317,,361.95,,3993.299,0,3993.299,1201.96,Casing Pressure,5184.77462602402
LOON,245.0,,33.72761,,370.61,,4002.285,0,4002.285,1217.7995,Casing Pressure,5192.4929875602
LOON,246.0,,33.54099,,387.9,,4001.001,0,4001.001,1205.2155,Casing Pressure,5193.2893228944
LOON,247.0,,33.24811,,386.68,,4000.217,0,4000.217,1208.0115,Casing Pressure,5189.24750030739
LOON,248.0,,32.98894,,370.25,,4000,0,4000,1176.0925,Casing Pressure,5182.58822503085
LOON,249.0,,32.80806,,367.11,,3999.85,0,3999.85,1198.1365,Casing Pressure,5179.91468897863
LOON,250.0,,32.52314,,359.32,,4000.246,0,4000.246,1197.385,Casing Pressure,5175.7184940691
LOON,251.0,,32.25117,,375.02,,3999.933,0,3999.933,1128.5615,Casing Pressure,5176.57347014622
LOON,252.0,,27.24592,,370.12,,3999.83,0,3999.83,1117.026,Casing Pressure,5133.61710196289
LOON,253.0,,38.52031,,344.9,,3999.896,0,3999.896,1201.67,Casing Pressure,5230.29538479828
LOON,254.0,,30.90588,,347.75,,3999.786,0,3999.786,1197.1815,Casing Pressure,5157.34831599347
LOON,255.0,,31.01264,,339.51,,4000.017,0,4000.017,1155.086,Casing Pressure,5156.45285212216
LOON,256.0,,30.80988,,322.26,,3999.839,0,3999.839,1156.036,Casing Pressure,5149.62760826069
LOON,257.0,,31.03136,,312.65,,4000.009,0,4000.009,1187.584,Casing Pressure,5148.71157098961
LOON,258.0,,30.47478,,307.22,,3999.871,0,3999.871,1147.6335,Casing Pressure,5142.13401922682
LOON,259.0,,30.23305,,327.78,,3999.941,0,3999.941,1168.091,Casing Pressure,5146.3878961624
LOON,260.0,,29.97395,,319.25,,3999.818,0,3999.818,1150.6,Casing Pressure,5141.64164483102
LOON,261.0,,29.82252,,309.83,,3999.989,0,3999.989,1094.3285,Casing Pressure,5137.75368507296
LOON,262.0,,29.61291,,310.95,,4000.061,0,4000.061,1101.3835,Casing Pressure,5136.47151327722
LOON,263.0,,30.1252,,303.1,,3993.719,0,3993.719,1114.1915,Casing Pressure,5131.00684011643
LOON,264.0,,28.39024,,327.38,,3992.083,0,3992.083,1103.82,Casing Pressure,5122.16852314535
LOON,265.0,,25.77123,,317.12,,3889.222,0,3889.222,1080.3275,Casing Pressure,4983.9550155226
LOON,266.0,,29.67131,,305.18,,4003.639,0,4003.639,1092.034,Casing Pressure,5139.16646596683
LOON,267.0,,28.43282,,286.4,,4006.857,0,4006.857,1099.4245,Casing Pressure,5127.02275431717
LOON,268.0,,28.55769,,303.46,,4010.979,0,4010.979,1105.137,Casing Pressure,5138.10778979248
LOON,269.0,,28.40511,,279.47,,4001.413,0,4001.413,1088.7995,Casing Pressure,5118.24108126428
LOON,270.0,,28.1929,,249.75,,4000.064,0,4000.064,1099.295,Casing Pressure,5103.14315455362
LOON,271.0,,27.9988,,290.58,,3999.995,0,3999.995,1133.3875,Casing Pressure,5117.48353676801
LOON,272.0,,25.17804,,248.12,,4061.546,0,4061.546,1084.554,Casing Pressure,5153.5627365837
LOON,273.0,,28.12518,,260.35,,4021.237,0,4021.237,1188.3695,Casing Pressure,5131.23823669162
LOON,274.0,,27.58274,,290.92,,3999.907,0,3999.907,1100.82,Casing Pressure,5114.44901719796
LOON,275.0,,27.42856,,277.5,,3999.886,0,3999.886,1140.4545,Casing Pressure,5108.86726016443
LOON,276.0,,27.21181,,267.71,,3999.88,0,3999.88,1186.348,Casing Pressure,5103.8497750385
LOON,277.0,,26.96068,,278.04,,3999.963,0,3999.963,1192.3475,Casing Pressure,5105.90256878743
LOON,278.0,,26.77246,,266.01,,3999.957,0,3999.957,1188.633,Casing Pressure,5100.38787042198
LOON,279.0,,26.5407,,256.34,,3999.964,0,3999.964,1203.6135,Casing Pressure,5095.22221806654
LOON,280.0,,26.2792,,253.51,,3999.85,0,3999.85,1221.343,Casing Pressure,5092.34444399322
LOON,281.0,,26.10518,,273.82,,3999.988,0,3999.988,1204.272,Casing Pressure,5098.77821946752
LOON,282.0,,26.34178,,271.69,,3999.777,0,3999.777,1179.34,Casing Pressure,5099.37244208652
LOON,283.0,,25.45478,,266.19,,3999.726,0,3999.726,1160.8735,Casing Pressure,5091.76783406477
LOON,284.0,,25.5926,,261.91,,3999.942,0,3999.942,1153.9785,Casing Pressure,5091.37004004404
LOON,285.0,,25.427,,260.99,,3999.988,0,3999.988,1192.292,Casing Pressure,5090.08117839096
LOON,286.0,,25.2255,,252.34,,3999.879,0,3999.879,1165.77,Casing Pressure,5085.58827970905
LOON,287.0,,25.1169,,325.02,,3999.837,0,3999.837,1182.6475,Casing Pressure,5107.16153331327
LOON,288.0,,24.97038,,221.01,,4000.027,0,4000.027,1144.475,Casing Pressure,5070.93277640818
LOON,289.0,,24.92277,,298.42,,4000.021,0,4000.021,1137.6795,Casing Pressure,5098.53862506779
LOON,290.0,,24.7885,,251.44,,3999.91,0,3999.91,1141.581,Casing Pressure,5082.76564959677
LOON,291.0,,22.90357,,249.57,,3999.939,0,3999.939,1145.8045,Casing Pressure,5072.06593048686
LOON,292.0,,20.99752,,273.71,,3791.04,0,3791.04,1181.178,Casing Pressure,4832.90318420476
LOON,293.0,,26.32901,,256.02,,4005.629,0,4005.629,1189.309,Casing Pressure,5100.18006223529
LOON,294.0,,24.79817,,252.99,,3999.727,0,3999.727,1150.6165,Casing Pressure,5083.18663124439
LOON,295.0,,24.35424,,254.02,,3999.935,0,3999.935,1178.902,Casing Pressure,5081.27843999838
LOON,296.0,,24.11548,,248.17,,3999.863,0,3999.863,1164.8565,Casing Pressure,5077.77464112108
LOON,297.0,,23.88642,,233.89,,3999.878,0,3999.878,1125.0825,Casing Pressure,5071.07511352961
LOON,298.0,,23.69838,,240.79,,4000.062,0,4000.062,1112.8655,Casing Pressure,5073.0531534379
LOON,299.0,,23.46456,,244.05,,3999.899,0,3999.899,1164.171,Casing Pressure,5072.89478134823
LOON,300.0,,23.22923,,233.52,,3999.958,0,3999.958,1157.5765,Casing Pressure,5067.80319692734
LOON,301.0,,23.0989,,226.19,,3999.954,0,3999.954,1149.4365,Casing Pressure,5064.21943800948
LOON,302.0,,22.96284,,229.98,,3999.898,0,3999.898,1123.436,Casing Pressure,5065.08118156844
LOON,303.0,,22.76379,,228.83,,3999.935,0,3999.935,1158.5855,Casing Pressure,5063.75964203832
LOON,304.0,,22.64629,,225.23,,4000.032,0,4000.032,1152.944,Casing Pressure,5061.89384005769
LOON,305.0,,22.61081,,221.19,,3999.907,0,3999.907,1139.705,Casing Pressure,5059.91600938693
LOON,306.0,,22.49043,,220.73,,4000.001,0,4000.001,1130.1465,Casing Pressure,5059.32007849903
LOON,307.0,,22.01436,,232.88,,4005.4,0,4005.4,1129.207,Casing Pressure,5068.25656818074
LOON,308.0,,22.04643,,221.34,,4000.094,0,4000.094,1163.232,Casing Pressure,5057.85157204956
LOON,309.0,,21.90994,,214.99,,3999.794,0,3999.794,1146.3695,Casing Pressure,5054.31033288966
LOON,310.0,,21.79948,,212.72,,4000.007,0,4000.007,1147.2795,Casing Pressure,5053.15440069015
LOON,311.0,,21.69426,,210.21,,3999.876,0,3999.876,1121.226,Casing Pressure,5051.51655544454
LOON,312.0,,21.57839,,201.57,,4000.034,0,4000.034,1149.558,Casing Pressure,5047.33162449152
LOON,313.0,,21.46286,,206.72,,3999.986,0,3999.986,1117.4745,Casing Pressure,5049.26711548055
LOON,314.0,,21.36562,,211.09,,3999.925,0,3999.925,1115.593,Casing Pressure,5050.78711323783
LOON,315.0,,21.1899,,209,,3999.876,0,3999.876,1119.023,Casing Pressure,5049.22353426039
LOON,316.0,,21.25779,,205.45,,4000.061,0,4000.061,1125.6155,Casing Pressure,5048.0885860437
LOON,317.0,,21.06787,,195.85,,3999.895,0,3999.895,1121.5265,Casing Pressure,5042.80816018735
LOON,318.0,,20.97439,,211.99,,4000.017,0,4000.017,1129.9595,Casing Pressure,5049.93609549353
LOON,319.0,,20.85079,,205.95,,3999.97,0,3999.97,1135.0695,Casing Pressure,5046.89327266871
LOON,320.0,,20.42797,,199.48,,3999.954,0,3999.954,1121.376,Casing Pressure,5042.73525073746
LOON,321.0,,19.67199,,186.29,,4040.58,0,4040.58,1195.259,Casing Pressure,5081.14161587422
LOON,322.0,,20.60768,,204.87,,3999.725,0,3999.725,1157.506,Casing Pressure,5045.39275789799
LOON,323.0,,20.38313,,204.86,,3999.863,0,3999.863,1148.068,Casing Pressure,5044.88435922193
LOON,324.0,,20.24385,,205.76,,4000.006,0,4000.006,1148.937,Casing Pressure,5045.03398443587
LOON,325.0,,20.1298,,207.03,,3999.99,0,3999.99,1127.0275,Casing Pressure,5045.22852190437
LOON,326.0,,20.15264,,203.67,,3999.865,0,3999.865,1153.739,Casing Pressure,5043.72648565102
LOON,327.0,,20.04598,,203.35,,3999.94,0,3999.94,1141.5005,Casing Pressure,5043.38375571886
LOON,328.0,,18.22108,,231.23,,3951.283,0,3951.283,1164.3195,Casing Pressure,4994.17246048062
LOON,329.0,,21.33059,,227.75,,4002.162,0,4002.162,1153.645,Casing Pressure,5059.88843812994
LOON,330.0,,20.53476,,211.46,,3999.664,0,3999.664,1162.186,Casing Pressure,5047.8906365736
LOON,331.0,,20.08322,,202.44,,3999.9,0,3999.9,1155.283,Casing Pressure,5043.04529318781
LOON,332.0,,19.27089,,186.75,,3999.932,0,3999.932,1149.6645,Casing Pressure,5034.09384230503
LOON,333.0,,19.92605,,181.35,,3999.993,0,3999.993,1124.5555,Casing Pressure,5032.74017634528
LOON,334.0,,19.39717,,185.93,,4000.001,0,4000.001,1139.704,Casing Pressure,5034.01448063921
LOON,335.0,,19.29951,,203.05,,4000.063,0,4000.063,1156.8585,Casing Pressure,5041.5532018317
LOON,336.0,,19.24766,,187.92,,3999.949,0,3999.949,1132.391,Casing Pressure,5034.62611191163
LOON,337.0,,19.21306,,179.38,,4000.045,0,4000.045,1158.398,Casing Pressure,5030.48154842129
LOON,338.0,,19.20876,,181.78,,4000.167,0,4000.167,1155.458,Casing Pressure,5031.82551363825
LOON,339.0,,19.21787,,180.4,,3999.864,0,3999.864,1105.711,Casing Pressure,5030.80074361037
LOON,340.0,,19.25249,,175.6,,3999.943,0,3999.943,1141.864,Casing Pressure,5028.45532148507
LOON,341.0,,19.26974,,179.47,,4000.067,0,4000.067,1135.081,Casing Pressure,5030.64521735272
LOON,342.0,,19.27193,,177.27,,3999.864,0,3999.864,1129.4735,Casing Pressure,5029.27662313791
LOON,343.0,,19.89429,,199.68,,4000.021,0,4000.021,1118.9535,Casing Pressure,5041.48717557648
LOON,344.0,,19.34756,,185.78,,4000.089,0,4000.089,1070.1875,Casing Pressure,5033.9493818274
LOON,345.0,,19.38058,,182.6,,3999.994,0,3999.994,1086.6075,Casing Pressure,5032.33580158098
LOON,346.0,,19.34748,,184.23,,3999.856,0,3999.856,1082.4915,Casing Pressure,5032.92595955482
LOON,347.0,,19.30544,,177.18,,4000.039,0,4000.039,1099.9,Casing Pressure,5029.48299306717
LOON,348.0,,19.27026,,171.05,,4000.04,0,4000.04,1113.242,Casing Pressure,5026.10438252609
LOON,349.0,,19.23731,,175.05,,3999.808,0,3999.808,1145.1425,Casing Pressure,5027.984391608
LOON,350.0,,19.16824,,170.58,,3999.928,0,3999.928,1127.345,Casing Pressure,5025.57860324828
LOON,351.0,,19.13418,,170.14,,3999.964,0,3999.964,1118.044,Casing Pressure,5025.33019570482
LOON,352.0,,18.91267,,173.98,,3999.805,0,3999.805,1098.21,Casing Pressure,5026.96208691691
LOON,353.0,,18.74658,,166.87,,3999.972,0,3999.972,1084.8155,Casing Pressure,5023.0724969521
LOON,354.0,,18.63464,,163.98,,3999.921,0,3999.921,1072.559,Casing Pressure,5021.2628831384
LOON,355.0,,18.51505,,164.04,,4000.106,0,4000.106,1073.293,Casing Pressure,5021.42027648029
LOON,356.0,,18.3348,,166.59,,4000.049,0,4000.049,1085.0755,Casing Pressure,5022.66679206766
LOON,357.0,,18.222,,164.44,,3999.902,0,3999.902,1114.744,Casing Pressure,5021.22782081616
LOON,358.0,,18.05725,,163.72,,3999.94,0,3999.94,1094.928,Casing Pressure,5020.78444522395
LOON,359.0,,17.94424,,161.05,,3999.926,0,3999.926,1077.047,Casing Pressure,5019.21411829849
LOON,360.0,,17.81271,,160.78,,3999.973,0,3999.973,1075.5285,Casing Pressure,5019.08343472971
LOON,361.0,,17.69165,,160.09,,3999.914,0,3999.914,1080.837,Casing Pressure,5018.60559741307
LOON,362.0,,17.55666,,163.48,,3999.945,0,3999.945,1062.224,Casing Pressure,5020.51044381817
LOON,363.0,,17.41183,,159.52,,4000.695,0,4000.695,1092.596,Casing Pressure,5019.18028486075
LOON,364.0,,17.38093,,161.61,,3999.339,0,3999.339,1069.697,Casing Pressure,5018.78555489555
LOON,365.0,,17.23861,,159.68,,4000.224,0,4000.224,1114.9085,Casing Pressure,5018.75541656271
LOON,366.0,,17.0835,,156.6,,4000.371,0,4000.371,1124.028,Casing Pressure,5017.24275465276
LOON,367.0,,16.96337,,153.97,,3999.963,0,3999.963,1116.573,Casing Pressure,5015.32409833784
LOON,368.0,,16.90525,,157.94,,3999.3,0,3999.3,1124.3295,Casing Pressure,5016.84631929181
LOON,369.0,,16.83724,,159.19,,4000.002,0,4000.002,1114.316,Casing Pressure,5018.37407378447
LOON,370.0,,16.2757,,203.62,,3924.372,0,3924.372,1140.7245,Casing Pressure,4951.65569316714
LOON,371.0,,19.02839,,190.25,,4001.887,0,4001.887,1132.794,Casing Pressure,5037.52617481271
LOON,372.0,,17.80721,,175.61,,3999.707,0,3999.707,1114.5045,Casing Pressure,5026.59608605064
LOON,373.0,,17.27702,,158.12,,3999.798,0,3999.798,1081.311,Casing Pressure,5017.3830263495
LOON,374.0,,16.95995,,160.42,,3999.867,0,3999.867,1064.5665,Casing Pressure,5018.83244644341
LOON,375.0,,16.60339,,155.79,,3999.825,0,3999.825,1070.066,Casing Pressure,5016.45049984194
LOON,376.0,,16.41133,,151.12,,3999.891,0,3999.891,1050.0595,Casing Pressure,5014.05791461294
LOON,377.0,,16.22943,,148.52,,4000.12,0,4000.12,1029.0085,Casing Pressure,5013.0254454128
LOON,378.0,,15.69779,,149.46,,3999.847,0,3999.847,1059.5,Casing Pressure,5014.0739774516
LOON,379.0,,15.94189,,144.03,,3999.944,0,3999.944,1063.481,Casing Pressure,5010.57584447994
LOON,380.0,,15.84698,,139.37,,3999.975,0,3999.975,1022.3735,Casing Pressure,5007.87954498549
LOON,381.0,,15.74477,,145.46,,3999.967,0,3999.967,1037.976,Casing Pressure,5011.81464093161
LOON,382.0,,15.61459,,138.33,,3999.942,0,3999.942,1029.3425,Casing Pressure,5007.67079474172
LOON,383.0,,15.48508,,138.43,,4000.101,0,4000.101,1113.5185,Casing Pressure,5008.21501826183
LOON,384.0,,15.40227,,140.07,,3999.907,0,3999.907,1072.8365,Casing Pressure,5009.21118465339
LOON,385.0,,15.29326,,146.46,,4000,0,4000,1063.223,Casing Pressure,5013.35303854354
LOON,386.0,,15.2859,,142.26,,3999.892,0,3999.892,1050.254,Casing Pressure,5010.79566989614
LOON,387.0,,15.21518,,142.09,,4000.06,0,4000.06,1043.078,Casing Pressure,5011.05886996212
LOON,388.0,,15.03942,,142.93,,3999.946,0,3999.946,1044.746,Casing Pressure,5011.86565093503
LOON,389.0,,15.04124,,144.66,,3999.982,0,3999.982,1060.627,Casing Pressure,5012.90404661779
LOON,390.0,,14.94095,,133.36,,3999.963,0,3999.963,1023.1,Casing Pressure,5006.27951930639
LOON,391.0,,14.90436,,133.13,,4000.212,0,4000.212,1041.824,Casing Pressure,5006.52989410296
LOON,392.0,,14.79022,,138.19,,3999.947,0,3999.947,1037.532,Casing Pressure,5009.74438064416
LOON,393.0,,14.73764,,142.8,,3999.986,0,3999.986,1060.902,Casing Pressure,5012.66801780668
LOON,394.0,,14.67506,,142.08,,3999.963,0,3999.963,1051.5675,Casing Pressure,5012.41161389689
LOON,395.0,,14.61336,,144.52,,3999.96,0,3999.96,1087.655,Casing Pressure,5013.98635798961
LOON,396.0,,14.56165,,147.69,,3999.978,0,3999.978,1126.0985,Casing Pressure,5015.91382523514
LOON,397.0,,14.45458,,142.74,,4000.013,0,4000.013,1104.9635,Casing Pressure,5013.53629270424
LOON,398.0,,14.38953,,144.82,,3999.927,0,3999.927,1175.3475,Casing Pressure,5014.81489707253
LOON,399.0,,14.41052,,151.64,,4000.085,0,4000.085,1140.2675,Casing Pressure,5018.59146893198
LOON,400.0,,14.47744,,144.82,,3998.659,0,3998.659,1119.211,Casing Pressure,5013.0739760822
LOON,401.0,,15.23316,,158,,3989.537,0,3989.537,1069.984,Casing Pressure,5007.65575161369
LOON,402.0,,14.72773,,153.07,,3978.378,0,3978.378,1048.5175,Casing Pressure,4993.43693564753
LOON,403.0,,14.41429,,151.5,,3984.127,0,3984.127,1092.148,Casing Pressure,5000.12930299201
LOON,404.0,,14.27078,,134.72,,3984.027,0,3984.027,1095.766,Casing Pressure,4991.0155696007
LOON,405.0,,14.57787,,131.83,,3982.366,0,3982.366,1115.611,Casing Pressure,4986.18797957295
LOON,406.0,,13.07052,,126.39,,3983.653,0,3983.653,1135.854,Casing Pressure,4990.88014232641
LOON,407.0,,12.62389,,106.01,,4008.96,0,4008.96,1110.677,Casing Pressure,5008.53698919227
LOON,408.0,,12.26265,,98.21,,4020.165,0,4020.165,1139.0855,Casing Pressure,5017.77088602345
LOON,409.0,,12.16716,,99.02,,4030.899,0,4030.899,1126.307,Casing Pressure,5031.63403871261
LOON,410.0,,11.80152,,103.82,,4037.345,0,4037.345,1097.358,Casing Pressure,5045.95602026499
LOON,411.0,,11.29538,,126.67,,4045.14,0,4045.14,1118.858,Casing Pressure,5074.47384508061
LOON,412.0,,14.00287,,110.5,,4116.379,0,4116.379,1107.514,Casing Pressure,5127.72502101161
LOON,413.0,,14.34476,,127.19,,4073.394,0,4073.394,1081.4505,Casing Pressure,5088.87193627363
LOON,414.0,,14.42085,,115.4,,4045.443,0,4045.443,1180.5935,Casing Pressure,5047.88476080398
LOON,415.0,,14.1293,,131.96,,4025.083,0,4025.083,1153.7795,Casing Pressure,5037.16711955563
LOON,416.0,,14.16685,,142.41,,4010.209,0,4010.209,1186.986,Casing Pressure,5026.07543165998
LOON,417.0,,13.92554,,144.98,,4001.289,0,4001.289,1174.321,Casing Pressure,5018.11324111747
